course_id,userid_DI,registered,viewed,explored,certified,final_cc_cname_DI,LoE_DI,YoB,gender,start_time_DI,last_event_DI,nevents,ndays_act,nplay_video,nchapters,nforum_posts
HarvardX/CS50x/2012,MHxPC130440594,1,1,1,1,Pakistan,Master's,1987.0,f,8/27/12,5/22/13,63.0,16.0,0.0,8.0,0
HarvardX/CS50x/2012,MHxPC130434705,1,1,1,1,Poland,Secondary,1990.0,m,10/15/12,5/10/13,257.0,33.0,0.0,12.0,0
HarvardX/CS50x/2012,MHxPC130477769,1,1,1,1,United Kingdom,Bachelor's,1989.0,m,10/8/12,6/16/13,68.0,23.0,0.0,12.0,0
HarvardX/CS50x/2012,MHxPC130086106,1,1,0,0,Egypt,Bachelor's,1984.0,m,8/19/12,4/28/13,39.0,8.0,0.0,2.0,0
HarvardX/PH207x/2012_Fall,MHxPC130291108,1,1,1,1,India,Master's,1987.0,f,10/4/12,1/19/13,6968.0,62.0,71.0,15.0,1
HarvardX/PH207x/2012_Fall,MHxPC130127065,1,1,0,0,China,unk,-1.0,unk,10/26/12,10/27/12,19.0,1.0,0.0,1.0,0
HarvardX/PH278x/2013_Spring,MHxPC130271503,1,1,0,0,Other Africa,Master's,1984.0,m,5/14/13,7/19/13,136.0,5.0,0.0,2.0,0
HarvardX/CS50x/2012,MHxPC130168202,1,0,0,0,India,Secondary,1994.0,m,11/27/12,4/9/13,1.0,1.0,0.0,0.0,0
HarvardX/CS50x/2012,MHxPC130340221,1,0,0,0,United States,unk,-1.0,unk,8/18/12,unk,0.0,0.0,0.0,0.0,0
HarvardX/CS50x/2012,MHxPC130008087,1,0,0,0,Unknown/Other,Secondary,1993.0,f,8/17/12,unk,0.0,0.0,0.0,0.0,0
HarvardX/ER22x/2013_Spring,MHxPC130074341,1,0,0,0,Unknown/Other,unk,-1.0,unk,12/20/12,unk,0.0,0.0,0.0,0.0,0
HarvardX/ER22x/2013_Spring,MHxPC130066568,1,0,0,0,Ukraine,Bachelor's,1991.0,f,1/27/13,unk,0.0,0.0,0.0,0.0,0
HarvardX/PH207x/2012_Fall,MHxPC130377959,1,1,1,0,India,Bachelor's,1987.0,f,9/12/12,1/20/13,758.0,15.0,3.0,8.0,0
HarvardX/ER22x/2013_Spring,MHxPC130379248,1,1,0,1,Other South Asia,Secondary,1992.0,m,7/12/13,8/23/13,759.0,16.0,0.0,16.0,0
HarvardX/ER22x/2013_Spring,MHxPC130473554,1,1,1,1,Germany,Bachelor's,1987.0,m,1/6/13,8/24/13,502.0,9.0,0.0,18.0,0
HarvardX/CB22x/2013_Spring,MHxPC130118870,1,0,0,0,United States,Master's,1977.0,f,12/21/12,11/17/13,0.0,0.0,0.0,0.0,0
HarvardX/CS50x/2012,MHxPC130569434,1,0,0,0,United States,Secondary,1966.0,m,8/18/12,unk,0.0,0.0,0.0,0.0,0
HarvardX/CB22x/2013_Spring,MHxPC130550748,1,1,1,1,United States,Secondary,1983.0,f,3/21/13,8/31/13,2569.0,24.0,0.0,27.0,1
HarvardX/CS50x/2012,MHxPC130334753,1,0,0,0,Unknown/Other,Master's,1983.0,m,9/23/12,unk,0.0,0.0,0.0,0.0,0
HarvardX/PH278x/2013_Spring,MHxPC130595992,1,0,0,0,Brazil,Bachelor's,1993.0,m,1/16/13,unk,0.0,0.0,0.0,0.0,0
HarvardX/PH207x/2012_Fall,MHxPC130343680,1,0,0,0,United States,Secondary,1973.0,f,10/8/12,10/9/12,4.0,2.0,0.0,0.0,0
HarvardX/CS50x/2012,MHxPC130458090,1,0,0,0,United States,Master's,1977.0,f,3/14/13,3/14/13,1.0,1.0,0.0,0.0,0
HarvardX/PH278x/2013_Spring,MHxPC130466793,1,0,0,0,Unknown/Other,Bachelor's,1986.0,m,1/7/13,unk,0.0,0.0,0.0,0.0,0
HarvardX/ER22x/2013_Spring,MHxPC130048123,1,1,0,0,Other Europe,Secondary,1992.0,m,3/19/13,3/22/13,47.0,3.0,0.0,1.0,0
HarvardX/ER22x/2013_Spring,MHxPC130153478,1,1,0,0,Other South Asia,Secondary,1989.0,f,6/8/13,6/8/13,3.0,1.0,0.0,1.0,0
HarvardX/PH278x/2013_Spring,MHxPC130152071,1,0,0,0,United States,Bachelor's,1986.0,m,1/2/13,5/14/13,1.0,1.0,0.0,0.0,0
HarvardX/ER22x/2013_Spring,MHxPC130264995,1,1,0,0,Japan,Bachelor's,1966.0,m,5/22/13,5/22/13,4.0,1.0,0.0,1.0,0
HarvardX/PH278x/2013_Spring,MHxPC130082931,1,1,1,1,Germany,Secondary,1990.0,f,4/22/13,7/24/13,1996.0,13.0,270.0,6.0,0
HarvardX/CS50x/2012,MHxPC130068772,1,0,0,0,United States,Master's,1986.0,f,8/18/12,unk,0.0,0.0,0.0,0.0,0
HarvardX/PH207x/2012_Fall,MHxPC130002701,1,1,0,0,United Kingdom,Bachelor's,1991.0,m,11/23/12,4/22/13,207.0,3.0,16.0,3.0,0
HarvardX/CS50x/2012,MHxPC130509653,1,1,1,1,Brazil,Secondary,1984.0,m,1/5/13,5/10/13,385.0,35.0,0.0,12.0,0
HarvardX/CS50x/2012,MHxPC130258021,1,1,1,1,Greece,Master's,1980.0,m,2/6/13,5/10/13,350.0,44.0,0.0,12.0,0
HarvardX/ER22x/2013_Spring,MHxPC130413322,1,1,0,1,Other South Asia,Secondary,1991.0,f,7/31/13,7/31/13,451.0,1.0,0.0,7.0,0
HarvardX/CS50x/2012,MHxPC130355839,1,1,1,0,India,Bachelor's,1990.0,m,12/20/12,3/1/13,6.0,1.0,0.0,10.0,0
HarvardX/CS50x/2012,MHxPC130045707,1,1,0,0,United States,unk,-1.0,unk,3/1/13,3/2/13,13.0,1.0,0.0,2.0,0
HarvardX/PH278x/2013_Spring,MHxPC130024416,1,1,1,1,Other Middle East/Central Asia,Secondary,1993.0,m,5/20/13,7/29/13,1318.0,22.0,20.0,10.0,0
HarvardX/ER22x/2013_Spring,MHxPC130107934,1,1,0,0,United States,Secondary,1993.0,m,8/5/13,8/5/13,3.0,1.0,0.0,1.0,0
HarvardX/CS50x/2012,MHxPC130406023,1,0,0,0,Other Europe,Bachelor's,1974.0,f,7/25/13,7/25/13,4.0,1.0,0.0,0.0,0
HarvardX/CB22x/2013_Spring,MHxPC130573554,1,1,0,0,United States,Master's,1977.0,m,3/12/13,3/12/13,31.0,1.0,0.0,1.0,0
HarvardX/PH278x/2013_Spring,MHxPC130010753,1,1,0,0,Pakistan,Bachelor's,1992.0,m,5/13/13,8/7/13,110.0,5.0,0.0,2.0,0
HarvardX/ER22x/2013_Spring,MHxPC130486549,1,1,1,1,United Kingdom,unk,-1.0,unk,7/16/13,8/20/13,1265.0,25.0,0.0,34.0,0
HarvardX/CS50x/2012,MHxPC130043796,1,1,1,1,United States,Less than Secondary,1995.0,f,8/30/12,4/24/13,323.0,32.0,0.0,12.0,0
HarvardX/PH278x/2013_Spring,MHxPC130273893,1,0,0,0,United Kingdom,Master's,1978.0,m,2/28/13,unk,0.0,0.0,0.0,0.0,0
HarvardX/CS50x/2012,MHxPC130152814,1,0,0,0,Other Middle East/Central Asia,Bachelor's,1985.0,m,7/27/12,unk,0.0,0.0,0.0,0.0,0
HarvardX/CS50x/2012,MHxPC130568143,1,1,1,1,Spain,Master's,1974.0,m,10/13/12,5/17/13,590.0,49.0,0.0,12.0,0
HarvardX/CB22x/2013_Spring,MHxPC130203612,1,1,0,0,United States,Doctorate,1960.0,m,3/17/13,4/2/13,73.0,2.0,0.0,3.0,0
HarvardX/PH278x/2013_Spring,MHxPC130202669,1,1,1,1,Other Africa,Bachelor's,1983.0,f,5/17/13,7/30/13,894.0,6.0,0.0,6.0,0
HarvardX/PH207x/2012_Fall,MHxPC130434196,1,1,1,1,India,Master's,1978.0,f,8/25/12,1/15/13,1674.0,14.0,2.0,12.0,0
HarvardX/CS50x/2012,MHxPC130426825,1,1,0,0,Other Europe,Bachelor's,1987.0,m,5/22/13,6/19/13,72.0,9.0,0.0,1.0,0
HarvardX/CS50x/2012,MHxPC130021322,1,1,1,1,France,Bachelor's,1987.0,m,10/25/12,5/11/13,358.0,54.0,0.0,12.0,0
HarvardX/ER22x/2013_Spring,MHxPC130067950,1,0,0,0,Unknown/Other,Master's,1968.0,m,1/3/13,unk,0.0,0.0,0.0,0.0,0
HarvardX/PH207x/2012_Fall,MHxPC130131918,1,1,1,1,Other Middle East/Central Asia,Master's,1980.0,m,9/9/12,1/20/13,12727.0,69.0,2925.0,16.0,0
HarvardX/CS50x/2012,MHxPC130454937,1,1,0,0,India,Bachelor's,1989.0,m,6/21/13,8/9/13,188.0,14.0,0.0,3.0,0
HarvardX/CS50x/2012,MHxPC130309609,1,1,0,0,United Kingdom,Bachelor's,1989.0,m,3/4/13,3/4/13,13.0,1.0,0.0,1.0,0
HarvardX/CB22x/2013_Spring,MHxPC130003837,1,1,0,0,Other Europe,unk,-1.0,unk,5/14/13,5/15/13,59.0,2.0,0.0,3.0,0
HarvardX/PH278x/2013_Spring,MHxPC130351022,1,0,0,0,"Other North & Central Amer., Caribbean",Master's,1983.0,f,3/28/13,3/28/13,2.0,1.0,0.0,0.0,0
HarvardX/CS50x/2012,MHxPC130410566,1,0,0,0,India,Bachelor's,1990.0,m,9/1/13,9/1/13,4.0,1.0,0.0,0.0,0
HarvardX/CS50x/2012,MHxPC130082126,1,1,1,1,Ukraine,Secondary,1991.0,m,1/11/13,6/29/13,143.0,53.0,0.0,12.0,0
HarvardX/CS50x/2012,MHxPC130074562,1,1,1,1,Other Middle East/Central Asia,Secondary,1993.0,f,9/13/12,6/20/13,297.0,40.0,0.0,12.0,0
HarvardX/CB22x/2013_Spring,MHxPC130017016,1,1,0,0,Greece,Master's,1985.0,f,3/2/13,3/27/13,108.0,12.0,0.0,3.0,0
HarvardX/CB22x/2013_Spring,MHxPC130223157,1,1,1,1,United States,Master's,1982.0,m,1/16/13,8/27/13,2290.0,42.0,0.0,22.0,0
HarvardX/ER22x/2013_Spring,MHxPC130426374,1,1,0,0,Brazil,Bachelor's,1988.0,f,7/15/13,7/16/13,13.0,2.0,0.0,2.0,0
HarvardX/ER22x/2013_Spring,MHxPC130022287,1,1,1,1,Other Europe,Master's,1977.0,m,5/6/13,8/1/13,1026.0,4.0,0.0,24.0,0
HarvardX/CS50x/2012,MHxPC130364273,1,1,1,1,India,Bachelor's,1990.0,m,8/3/12,7/7/13,217.0,47.0,0.0,8.0,0
HarvardX/PH207x/2012_Fall,MHxPC130205522,1,1,1,1,India,Doctorate,1977.0,m,10/15/12,5/15/13,5118.0,61.0,316.0,15.0,0
HarvardX/ER22x/2013_Spring,MHxPC130313185,1,1,1,1,India,Master's,1981.0,m,4/4/13,8/11/13,1354.0,25.0,0.0,24.0,0
HarvardX/CB22x/2013_Spring,MHxPC130144566,1,1,0,0,Brazil,Secondary,1992.0,m,3/12/13,4/2/13,74.0,14.0,0.0,2.0,0
HarvardX/PH207x/2012_Fall,MHxPC130007235,1,1,1,1,India,Master's,1978.0,m,10/2/12,1/20/13,8312.0,54.0,1330.0,15.0,0
HarvardX/CS50x/2012,MHxPC130187795,1,1,0,0,United States,Secondary,1992.0,f,11/11/12,3/25/13,16.0,2.0,0.0,1.0,0
HarvardX/PH278x/2013_Spring,MHxPC130403790,1,1,1,1,India,Doctorate,1980.0,f,2/15/13,7/19/13,1819.0,20.0,393.0,9.0,0
HarvardX/CS50x/2012,MHxPC130451125,1,1,1,1,Other Europe,unk,-1.0,f,8/12/12,5/10/13,371.0,34.0,0.0,12.0,0
HarvardX/PH207x/2012_Fall,MHxPC130385714,1,1,1,1,India,Master's,1985.0,m,8/31/12,1/19/13,1614.0,21.0,179.0,14.0,0
HarvardX/PH207x/2012_Fall,MHxPC130482682,1,1,1,1,India,Master's,1987.0,f,10/12/12,6/26/13,9496.0,65.0,2972.0,14.0,0
HarvardX/CS50x/2012,MHxPC130213583,1,1,0,0,"Other North & Central Amer., Caribbean",Secondary,1982.0,m,3/5/13,3/6/13,8.0,1.0,0.0,1.0,0
HarvardX/CB22x/2013_Spring,MHxPC130465599,1,0,0,0,United States,Master's,1951.0,f,3/6/13,3/6/13,2.0,1.0,0.0,0.0,0
HarvardX/PH278x/2013_Spring,MHxPC130155050,1,0,0,0,United Kingdom,Bachelor's,1987.0,f,4/14/13,4/14/13,3.0,1.0,0.0,0.0,0
HarvardX/CB22x/2013_Spring,MHxPC130518658,1,1,1,1,Other Europe,Master's,1974.0,m,7/19/13,9/7/13,3305.0,25.0,0.0,25.0,0
HarvardX/PH207x/2012_Fall,MHxPC130347436,1,1,1,1,Spain,Master's,1987.0,f,9/16/12,7/12/13,4834.0,35.0,702.0,15.0,0
HarvardX/CS50x/2012,MHxPC130249875,1,1,0,0,Other South America,Secondary,1992.0,m,10/19/12,2/22/13,1.0,1.0,0.0,3.0,0
HarvardX/PH278x/2013_Spring,MHxPC130143842,1,1,0,0,Other Africa,Bachelor's,1986.0,m,3/11/13,6/10/13,118.0,3.0,10.0,2.0,0
HarvardX/ER22x/2013_Spring,MHxPC130416704,1,1,0,1,Other Europe,unk,-1.0,unk,4/18/13,6/7/13,376.0,6.0,0.0,7.0,0
HarvardX/CS50x/2012,MHxPC130255896,1,1,1,1,India,Bachelor's,1977.0,m,8/26/12,5/10/13,84.0,24.0,0.0,12.0,0
HarvardX/CB22x/2013_Spring,MHxPC130075146,1,1,0,0,United States,Master's,1941.0,m,4/26/13,4/26/13,33.0,1.0,0.0,2.0,0
HarvardX/PH207x/2012_Fall,MHxPC130122099,1,1,0,0,United States,Bachelor's,1966.0,m,9/18/12,8/12/13,994.0,17.0,152.0,4.0,0
HarvardX/CS50x/2012,MHxPC130376791,1,1,1,0,Russian Federation,Master's,1989.0,m,10/21/12,5/7/13,3.0,1.0,0.0,6.0,0
HarvardX/PH207x/2012_Fall,MHxPC130043408,1,1,1,1,United States,Master's,1976.0,m,10/20/12,1/20/13,14115.0,67.0,2926.0,16.0,0
HarvardX/ER22x/2013_Spring,MHxPC130558106,1,1,0,1,United States,Bachelor's,1992.0,f,4/30/13,8/6/13,456.0,7.0,0.0,12.0,0
HarvardX/PH207x/2012_Fall,MHxPC130016027,1,1,1,1,Nigeria,Master's,1979.0,f,9/6/12,6/19/13,4553.0,48.0,2448.0,15.0,0
HarvardX/PH278x/2013_Spring,MHxPC130298808,1,1,1,1,Other South Asia,Secondary,1993.0,m,2/23/13,8/15/13,1392.0,13.0,117.0,10.0,0
HarvardX/CS50x/2012,MHxPC130112742,1,0,0,0,United States,Bachelor's,1986.0,m,7/24/12,unk,0.0,0.0,0.0,0.0,0
HarvardX/PH278x/2013_Spring,MHxPC130253727,1,1,1,1,Colombia,Bachelor's,1988.0,f,5/1/13,8/19/13,2319.0,26.0,416.0,9.0,0
HarvardX/CS50x/2012,MHxPC130274749,1,1,0,0,United States,Bachelor's,1986.0,f,4/29/13,5/21/13,22.0,3.0,0.0,2.0,0
HarvardX/PH207x/2012_Fall,MHxPC130309015,1,1,1,1,United States,Bachelor's,1989.0,f,7/26/12,1/20/13,6384.0,40.0,363.0,15.0,0
HarvardX/ER22x/2013_Spring,MHxPC130379174,1,1,1,1,Other South Asia,Bachelor's,1990.0,m,2/3/13,8/16/13,1975.0,56.0,0.0,30.0,0
HarvardX/ER22x/2013_Spring,MHxPC130494054,1,1,1,0,India,Bachelor's,1991.0,m,12/24/12,8/23/13,348.0,14.0,0.0,19.0,0
HarvardX/CS50x/2012,MHxPC130530435,1,1,0,0,Canada,Secondary,1988.0,m,10/15/12,6/29/13,1.0,1.0,0.0,2.0,0
HarvardX/CB22x/2013_Spring,MHxPC130540863,1,1,1,1,Germany,Master's,1988.0,m,5/6/13,9/6/13,1962.0,24.0,0.0,21.0,0
HarvardX/PH207x/2012_Fall,MHxPC130554481,1,1,0,0,"Other North & Central Amer., Caribbean",Secondary,1993.0,f,7/24/12,10/16/12,17.0,2.0,0.0,2.0,0
HarvardX/CS50x/2012,MHxPC130282653,1,0,0,0,United States,Less than Secondary,1996.0,m,3/3/13,3/3/13,1.0,1.0,0.0,0.0,0
HarvardX/CB22x/2013_Spring,MHxPC130411803,1,0,0,0,Other Europe,Master's,1965.0,f,1/14/13,11/17/13,0.0,0.0,0.0,0.0,0
HarvardX/PH278x/2013_Spring,MHxPC130561145,1,0,0,0,United States,Master's,1957.0,f,1/28/13,unk,0.0,0.0,0.0,0.0,0
HarvardX/CS50x/2012,MHxPC130277444,1,0,0,0,Brazil,Secondary,1992.0,m,9/13/12,unk,0.0,0.0,0.0,0.0,0
HarvardX/ER22x/2013_Spring,MHxPC130308283,1,1,1,1,"Other North & Central Amer., Caribbean",Secondary,1992.0,m,12/21/12,8/5/13,993.0,30.0,0.0,32.0,0
HarvardX/CB22x/2013_Spring,MHxPC130426412,1,0,0,0,United States,Secondary,1995.0,m,3/21/13,3/21/13,7.0,1.0,0.0,0.0,0
HarvardX/CS50x/2012,MHxPC130309481,1,1,1,1,Other Europe,unk,-1.0,unk,8/21/12,5/11/13,97.0,17.0,0.0,12.0,0
HarvardX/ER22x/2013_Spring,MHxPC130071645,1,0,0,0,Unknown/Other,unk,-1.0,unk,2/5/13,unk,0.0,0.0,0.0,0.0,0
HarvardX/CS50x/2012,MHxPC130180667,1,0,0,0,United States,Master's,1973.0,m,7/30/13,7/30/13,4.0,1.0,0.0,0.0,0
HarvardX/CS50x/2012,MHxPC130070757,1,1,0,0,Pakistan,Bachelor's,1987.0,f,5/15/13,5/16/13,5.0,2.0,0.0,1.0,0
HarvardX/ER22x/2013_Spring,MHxPC130318009,1,1,1,1,Other South Asia,Secondary,1994.0,m,4/17/13,8/17/13,1272.0,22.0,0.0,24.0,0
HarvardX/CS50x/2012,MHxPC130522179,1,1,0,0,United States,unk,-1.0,unk,7/30/13,7/30/13,10.0,1.0,0.0,1.0,0
HarvardX/ER22x/2013_Spring,MHxPC130476808,1,1,0,0,Other East Asia,Bachelor's,1973.0,m,1/4/13,3/14/13,42.0,1.0,0.0,2.0,0
HarvardX/PH278x/2013_Spring,MHxPC130439287,1,0,0,0,United States,Bachelor's,1969.0,m,12/21/12,unk,0.0,0.0,0.0,0.0,0
HarvardX/CB22x/2013_Spring,MHxPC130293102,1,1,1,1,Greece,Master's,1982.0,f,3/9/13,8/27/13,3211.0,61.0,0.0,27.0,0
HarvardX/ER22x/2013_Spring,MHxPC130311867,1,1,1,1,United States,unk,-1.0,unk,12/20/12,8/12/13,1958.0,63.0,0.0,33.0,0
HarvardX/CS50x/2012,MHxPC130114051,1,0,0,0,United Kingdom,Master's,1982.0,m,7/27/12,unk,0.0,0.0,0.0,0.0,0
HarvardX/ER22x/2013_Spring,MHxPC130337243,1,1,1,1,Egypt,Secondary,1994.0,f,2/17/13,8/23/13,2300.0,36.0,0.0,31.0,0
HarvardX/CS50x/2012,MHxPC130238460,1,0,0,0,Unknown/Other,Bachelor's,1985.0,m,12/28/12,unk,0.0,0.0,0.0,0.0,0
HarvardX/CS50x/2012,MHxPC130029148,1,1,0,0,Other Europe,Bachelor's,1991.0,f,3/12/13,4/20/13,279.0,10.0,0.0,12.0,0
HarvardX/ER22x/2013_Spring,MHxPC130395548,1,0,0,0,United States,Secondary,1983.0,f,8/31/13,unk,0.0,0.0,0.0,0.0,0
HarvardX/CS50x/2012,MHxPC130327538,1,0,0,0,United States,Less than Secondary,1983.0,m,8/13/12,unk,0.0,0.0,0.0,0.0,0
HarvardX/PH207x/2012_Fall,MHxPC130466738,1,0,0,0,Egypt,Master's,1984.0,m,10/14/12,10/15/12,1.0,1.0,0.0,0.0,0
HarvardX/PH207x/2012_Fall,MHxPC130529310,1,1,1,1,Spain,Bachelor's,1986.0,f,8/22/12,1/17/13,7493.0,64.0,775.0,15.0,0
HarvardX/PH207x/2012_Fall,MHxPC130299262,1,1,1,1,United States,Master's,1986.0,m,7/24/12,2/22/13,4417.0,45.0,700.0,15.0,0
HarvardX/PH278x/2013_Spring,MHxPC130225802,1,0,0,0,Unknown/Other,Master's,1987.0,m,1/21/13,unk,0.0,0.0,0.0,0.0,0
HarvardX/PH207x/2012_Fall,MHxPC130398724,1,1,0,0,India,unk,-1.0,unk,1/5/13,1/5/13,28.0,1.0,3.0,2.0,0
HarvardX/CB22x/2013_Spring,MHxPC130168653,1,0,0,0,Unknown/Other,Bachelor's,1984.0,m,2/3/13,11/17/13,0.0,0.0,0.0,0.0,0
HarvardX/PH207x/2012_Fall,MHxPC130081103,1,1,1,1,India,Bachelor's,1989.0,m,10/22/12,1/20/13,1950.0,24.0,196.0,11.0,0
HarvardX/ER22x/2013_Spring,MHxPC130305920,1,1,1,1,Greece,Master's,1978.0,m,3/13/13,8/20/13,2367.0,45.0,0.0,32.0,0
HarvardX/CB22x/2013_Spring,MHxPC130542201,1,0,0,0,United States,Bachelor's,1982.0,m,3/2/13,3/2/13,1.0,1.0,0.0,0.0,0
HarvardX/ER22x/2013_Spring,MHxPC130214295,1,1,1,1,United States,Doctorate,1962.0,f,3/6/13,7/30/13,1039.0,30.0,0.0,32.0,0
HarvardX/CS50x/2012,MHxPC130041052,1,1,1,1,United Kingdom,Less than Secondary,1997.0,m,8/17/12,7/6/13,771.0,58.0,0.0,12.0,0
HarvardX/CB22x/2013_Spring,MHxPC130310377,1,1,1,1,Greece,Master's,1979.0,m,2/22/13,8/27/13,1572.0,11.0,0.0,27.0,0
HarvardX/PH207x/2012_Fall,MHxPC130279865,1,1,0,0,Other Africa,Bachelor's,1979.0,f,10/5/12,10/21/12,22.0,5.0,1.0,2.0,0
HarvardX/CB22x/2013_Spring,MHxPC130326445,1,1,0,0,United States,unk,-1.0,unk,3/6/13,3/27/13,93.0,4.0,0.0,2.0,2
HarvardX/PH278x/2013_Spring,MHxPC130545053,1,0,0,0,Unknown/Other,Master's,1980.0,m,12/22/12,unk,0.0,0.0,0.0,0.0,0
HarvardX/PH278x/2013_Spring,MHxPC130186184,1,1,1,1,Other Africa,Bachelor's,1982.0,m,2/26/13,9/2/13,1738.0,38.0,44.0,8.0,0
HarvardX/CS50x/2012,MHxPC130386913,1,1,0,0,Other Middle East/Central Asia,Secondary,1987.0,m,5/12/13,5/12/13,14.0,3.0,0.0,2.0,0
HarvardX/ER22x/2013_Spring,MHxPC130134027,1,1,0,0,Other East Asia,Master's,1982.0,m,4/17/13,4/20/13,32.0,2.0,0.0,3.0,0
HarvardX/CS50x/2012,MHxPC130357909,1,0,0,0,Russian Federation,unk,-1.0,m,8/12/12,unk,0.0,0.0,0.0,0.0,0
HarvardX/ER22x/2013_Spring,MHxPC130022104,1,0,0,0,Unknown/Other,Master's,1988.0,m,3/2/13,unk,0.0,0.0,0.0,0.0,0
HarvardX/PH207x/2012_Fall,MHxPC130320036,1,1,1,1,United States,Master's,1969.0,f,10/3/12,1/19/13,4279.0,29.0,586.0,14.0,0
HarvardX/PH207x/2012_Fall,MHxPC130026730,1,1,1,1,Other South America,Master's,1978.0,f,12/6/12,7/23/13,9001.0,73.0,1456.0,16.0,0
HarvardX/ER22x/2013_Spring,MHxPC130155803,1,1,1,1,India,Master's,1987.0,f,3/22/13,8/16/13,1276.0,27.0,0.0,31.0,0
HarvardX/CS50x/2012,MHxPC130131936,1,1,1,1,Other Africa,unk,-1.0,unk,12/5/12,7/17/13,363.0,35.0,0.0,12.0,0
HarvardX/PH207x/2012_Fall,MHxPC130084632,1,1,1,0,Other Africa,Bachelor's,1983.0,m,10/21/12,1/14/13,1063.0,16.0,284.0,13.0,0
HarvardX/CS50x/2012,MHxPC130112690,1,1,0,0,India,Bachelor's,1990.0,m,3/24/13,3/29/13,65.0,2.0,0.0,2.0,0
HarvardX/PH278x/2013_Spring,MHxPC130593050,1,0,0,0,Unknown/Other,Bachelor's,1990.0,m,2/8/13,unk,0.0,0.0,0.0,0.0,0
HarvardX/PH278x/2013_Spring,MHxPC130047770,1,1,0,0,Other Europe,Secondary,1991.0,m,4/8/13,5/22/13,105.0,2.0,5.0,3.0,0
HarvardX/CB22x/2013_Spring,MHxPC130563713,1,1,0,0,Other South America,Bachelor's,1987.0,m,2/18/13,3/14/13,4.0,2.0,0.0,1.0,0
HarvardX/CS50x/2012,MHxPC130236163,1,0,0,0,Other Middle East/Central Asia,Secondary,1994.0,m,8/17/12,2/15/13,1.0,1.0,0.0,0.0,0
HarvardX/CS50x/2012,MHxPC130534903,1,1,0,0,Nigeria,Bachelor's,1986.0,m,3/25/13,3/25/13,2.0,1.0,0.0,3.0,0
HarvardX/PH207x/2012_Fall,MHxPC130463731,1,1,0,0,India,Bachelor's,1991.0,f,10/18/12,10/18/12,35.0,1.0,3.0,2.0,0
HarvardX/ER22x/2013_Spring,MHxPC130151680,1,1,1,1,Other Europe,Secondary,1993.0,m,3/30/13,8/1/13,1028.0,10.0,0.0,31.0,0
HarvardX/CB22x/2013_Spring,MHxPC130520973,1,1,1,1,Other South America,Bachelor's,1990.0,f,7/7/13,8/31/13,3054.0,10.0,0.0,27.0,0
HarvardX/PH207x/2012_Fall,MHxPC130131192,1,1,1,1,Other Africa,Master's,1983.0,m,10/14/12,1/17/13,3088.0,30.0,374.0,13.0,0
HarvardX/CS50x/2012,MHxPC130023464,1,1,0,0,United States,unk,1961.0,f,10/15/12,4/1/13,5.0,1.0,0.0,2.0,0
HarvardX/ER22x/2013_Spring,MHxPC130453588,1,1,0,0,United States,Bachelor's,1967.0,f,1/11/13,3/14/13,24.0,2.0,0.0,2.0,0
HarvardX/PH207x/2012_Fall,MHxPC130048772,1,1,1,1,United States,unk,-1.0,unk,7/25/12,8/15/13,8723.0,65.0,1784.0,15.0,0
HarvardX/CS50x/2012,MHxPC130237820,1,0,0,0,United States,Secondary,1991.0,m,7/30/13,8/6/13,4.0,4.0,0.0,0.0,0
HarvardX/PH207x/2012_Fall,MHxPC130450723,1,1,1,1,United States,Doctorate,1972.0,m,9/19/12,5/28/13,9285.0,76.0,2677.0,15.0,0
HarvardX/PH207x/2012_Fall,MHxPC130558945,1,0,0,0,Other Africa,Bachelor's,1980.0,m,10/25/12,10/25/12,2.0,1.0,0.0,0.0,0
HarvardX/ER22x/2013_Spring,MHxPC130595317,1,1,0,0,Brazil,Bachelor's,1989.0,m,8/15/13,8/15/13,4.0,1.0,0.0,1.0,0
HarvardX/CS50x/2012,MHxPC130294466,1,0,0,0,Unknown/Other,Secondary,1976.0,f,9/28/12,unk,0.0,0.0,0.0,0.0,0
HarvardX/PH207x/2012_Fall,MHxPC130196280,1,1,1,1,Indonesia,Bachelor's,1990.0,f,10/17/12,1/19/13,2698.0,38.0,102.0,15.0,0
HarvardX/CB22x/2013_Spring,MHxPC130171583,1,0,0,0,China,Bachelor's,1994.0,f,3/27/13,3/27/13,1.0,1.0,0.0,0.0,0
HarvardX/PH207x/2012_Fall,MHxPC130463039,1,1,1,1,Japan,unk,-1.0,unk,7/26/12,1/19/13,2766.0,40.0,256.0,16.0,0
HarvardX/PH278x/2013_Spring,MHxPC130482689,1,0,0,0,Other Middle East/Central Asia,Master's,1985.0,f,4/2/13,4/13/13,3.0,2.0,0.0,0.0,0
HarvardX/PH207x/2012_Fall,MHxPC130572492,1,1,1,1,India,Master's,1982.0,f,9/7/12,1/18/13,5808.0,48.0,719.0,15.0,1
HarvardX/PH207x/2012_Fall,MHxPC130390932,1,1,1,1,United States,Master's,1983.0,f,7/25/12,1/16/13,2216.0,17.0,41.0,15.0,0
HarvardX/PH207x/2012_Fall,MHxPC130089202,1,1,1,1,United Kingdom,Master's,1985.0,f,7/29/12,4/8/13,6326.0,28.0,1425.0,14.0,0
HarvardX/PH207x/2012_Fall,MHxPC130519646,1,0,0,0,United States,Secondary,1983.0,m,10/30/12,10/30/12,1.0,1.0,0.0,0.0,0
